PRE_NO,UNIT,ROUTE,REASON,Longitude,Latitude
PW4J00287,PW4台灣自來水股份有限公司第四區管理處台中給水廠,忠明南路(708號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6586737,24.12713329
PTBJ00349,PTB台灣電力股份有限公司台中區營業處(維護組),文心路四段955號(G6048CC0147),孔蓋異常，恐影響民眾安危,120.6953961,24.17111911
PTBJ00350,PTB台灣電力股份有限公司台中區營業處(維護組),和順路與和順三街口(往南約26公尺G6347FE73),孔蓋異常，恐影響民眾安危,120.7225679,24.16882975
PTBJ00351,PTB台灣電力股份有限公司台中區營業處(維護組),豐樂北一路99號(G5853AE15),孔蓋異常，恐影響民眾安危,120.6775499,24.19593978
PTBJ00352,PTB台灣電力股份有限公司台中區營業處(維護組),大連路二段與綏遠路二段口(G5849EC59),孔蓋異常，恐影響民眾安危,120.682058,24.1763207
PTBJ00353,PTB台灣電力股份有限公司台中區營業處(維護組),大慶街一段(68號前),孔蓋異常，恐影響民眾安危,120.6598029,24.11395465
PW4J00291,PW4台灣自來水股份有限公司第四區管理處台中給水廠,五權南路(680巷14弄14號),孔蓋異常，恐影響民眾安危,120.6710561,24.11321482
PC4J00004,PC4中華電信股份有限公司臺中營運處第四客戶網路中心,中興北街(133號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.5743911,24.27322011
PTBJ00373,PTB台灣電力股份有限公司台中區營業處(維護組),環中路七段(光明路勤農巷至環中路七段18號),孔蓋異常，恐影響民眾安危,120.6516872,24.10416114
PTBJ00374,PTB台灣電力股份有限公司台中區營業處(維護組),同榮路276號(G5654AA6731),孔蓋異常，恐影響民眾安危,120.6624596,24.19679368
PW7J00079,PW7台灣自來水股份有限公司第四區管理處大里服務所,上田街(2-5號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6809582,24.10434827
PW4J00293,PW4台灣自來水股份有限公司第四區管理處台中給水廠,復興路二段(71巷35號旁),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6589277,24.123207
PTBJ00375,PTB台灣電力股份有限公司台中區營業處(維護組),更生巷與更生巷45弄口(G5654CD6540),孔蓋異常，恐影響民眾安危,120.6643022,24.19936257
PW4J00294,PW4台灣自來水股份有限公司第四區管理處台中給水廠,振興路(與建成路口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6934371,24.13304052
PTBJ00376,PTB台灣電力股份有限公司台中區營業處(維護組),中興路二段(459之2號),孔蓋異常，恐影響民眾安危,120.6897587,24.11393865
PW4J00295,PW4台灣自來水股份有限公司第四區管理處台中給水廠,進化路(與力行路口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6942926,24.15149512
PTBJ00377,PTB台灣電力股份有限公司台中區營業處(維護組),慶和街60號(G5449BC0888),孔蓋異常，恐影響民眾安危,120.6471614,24.17631595
PTBJ00378,PTB台灣電力股份有限公司台中區營業處(維護組),內新街(60號旁),孔蓋異常，恐影響民眾安危,120.6916972,24.11403759
PTBJ00411,PTB台灣電力股份有限公司台中區營業處(維護組),向心南路(987之2號前),孔蓋異常，恐影響民眾安危,120.6432868,24.13784001
PTBJ00412,PTB台灣電力股份有限公司台中區營業處(維護組),大墩四街(336號),孔蓋異常，恐影響民眾安危,120.6458105,24.14101634
PW7J00083,PW7台灣自來水股份有限公司第四區管理處大里服務所,光明路(20之10號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7115174,24.08771637
PWCJ00065,PWC台灣自來水股份有限公司第四區管理處大雅營運所,中清路四段(887巷17號前),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.630275,24.23995028
PW4J00309,PW4台灣自來水股份有限公司第四區管理處台中給水廠,國光路(75號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6776337,24.12998874
PW4J00310,PW4台灣自來水股份有限公司第四區管理處台中給水廠,逢甲路(301巷35號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6397649,24.17369465
PW4J00311,PW4台灣自來水股份有限公司第四區管理處台中給水廠,南屯路二段(惠文南街口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6414366,24.13845204
PW4J00312,PW4台灣自來水股份有限公司第四區管理處台中給水廠,西屯路二段(28之1號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6612178,24.16406485
PW4J00313,PW4台灣自來水股份有限公司第四區管理處台中給水廠,永春路(15之8號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6269239,24.14033275
PW4J00338,PW4台灣自來水股份有限公司第四區管理處台中給水廠,中山路(125-1號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6806248,24.14005353
PTBJ00479,PTB台灣電力股份有限公司台中區營業處(維護組),六合路111號(G4558AE01),孔蓋異常，恐影響民眾安危,120.5750144,24.21772565
PTBJ00480,PTB台灣電力股份有限公司台中區營業處(維護組),六合路與六合路122巷口(G4558AE37),孔蓋異常，恐影響民眾安危,120.5752675,24.21831102
PWBJ00056,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,正義路(16號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5694051,24.20912622
CG1J00164,CG1欣中天然氣股份有限公司,太原路三段景賢六路口(一帶),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.7120241,24.16471183
PTBJ00514,PTB台灣電力股份有限公司台中區營業處(維護組),旱溪西路一段(268號前),孔蓋異常，恐影響民眾安危,120.699253,24.13435742
PWBJ00070,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,舊車路(3巷5號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5290604,24.18538308
PTBJ00799,PTB台灣電力股份有限公司台中區營業處(維護組),進化北路276號(G5846FD6430),孔蓋異常，恐影響民眾安危,120.6831682,24.1631624
PC2J00215,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,黎明路三段(452號),孔蓋異常，恐影響民眾安危,120.6401945,24.18578634
PTBJ00800,PTB台灣電力股份有限公司台中區營業處(維護組),好來一街(43號前),孔蓋異常，恐影響民眾安危,120.7000475,24.10938836
PC2J00216,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,智惠街131巷(47號),孔蓋異常，恐影響民眾安危,120.6428535,24.16896703
PC2J00217,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,長安路二段210巷(2號),孔蓋異常，恐影響民眾安危,120.6670638,24.17565166
PTBJ00960,PTB台灣電力股份有限公司台中區營業處(維護組),精明路72號旁(G5545BC57),孔蓋異常，恐影響民眾安危,120.655583,24.15797403
PWFJ00008,PWF台灣自來水股份有限公司第四區管理處烏日營運所,信義街(309巷30弄12號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6350846,24.1034131
PW3J00014,PW3台灣自來水股份有限公司第四區管理處鯉魚潭給水廠,尾社路(與三豐路四段路口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7285676,24.3272969
PW4J00547,PW4台灣自來水股份有限公司第四區管理處台中給水廠,福安路(55巷10號對面),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6224901,24.18066471
GC4J00023,GC4臺中市養護工程處(北北屯工程隊),東山路二段129線道(9K至21K),路面異常，恐影響民眾安危,120.7831227,24.20402612
PW4J00548,PW4台灣自來水股份有限公司第四區管理處台中給水廠,東山路一段(與建和路二段口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7246768,24.17501658
PW4J00549,PW4台灣自來水股份有限公司第四區管理處台中給水廠,忠明南路(937號對面),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6658954,24.11903634
PW4J00550,PW4台灣自來水股份有限公司第四區管理處台中給水廠,太和六街(132號),孔蓋異常，恐影響民眾安危,120.7230846,24.16770869
PC3J00046,PC3中華電信股份有限公司臺中營運處第三客戶網路中心,石城街(336號至673號),孔蓋異常，恐影響民眾安危,120.7888785,24.28529928
PWBJ00102,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,遊園北路(119號對面),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5864257,24.18796516
PW7J00160,PW7台灣自來水股份有限公司第四區管理處大里服務所,福德路71巷(22號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.666691,24.10647208
PW7J00161,PW7台灣自來水股份有限公司第四區管理處大里服務所,東村路(172號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7240693,24.13675364
PWEJ00017,PWE台灣自來水股份有限公司第四區管理處霧峰營運所,柳豊六街62號對面(柳豊六街62號對面),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6868565,24.04336827
PWBJ00104,PWB台灣自來水股份有限公司第四區管理處沙鹿營運所,沙田路春和巷(12號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5599025,24.22978088
PC2J00258,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,北屯區北安街9號(北屯區北安街9號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6977977,24.16365393
PTBJ01110,PTB台灣電力股份有限公司台中區營業處(維護組),環中路一段182號(往西約50公尺G6055GA1883),孔蓋異常，恐影響民眾安危,120.6992287,24.20147403
PTBJ01111,PTB台灣電力股份有限公司台中區營業處(維護組),三民路三段(與三民路三段29巷口),孔蓋異常，恐影響民眾安危,120.6820521,24.14526979
PTBJ01112,PTB台灣電力股份有限公司台中區營業處(維護組),崇德路二段與崇德五路口(G5950AA5927),孔蓋異常，恐影響民眾安危,120.6858637,24.17910974
PTBJ01113,PTB台灣電力股份有限公司台中區營業處(維護組),振興路(與東光園路口),孔蓋異常，恐影響民眾安危,120.696609,24.1331831
PTBJ01114,PTB台灣電力股份有限公司台中區營業處(維護組),向上路五段(187號對向車道),孔蓋異常，恐影響民眾安危,120.6117858,24.15095516
PC2J00261,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,中興街269號(中興街269號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6628945,24.15329528
PTBJ01115,PTB台灣電力股份有限公司台中區營業處(維護組),向上路五段(187號對向車道),孔蓋異常，恐影響民眾安危,120.6118958,24.15097464
PTBJ01116,PTB台灣電力股份有限公司台中區營業處(維護組),崇德路二段266號(G5949AB4719),孔蓋異常，恐影響民眾安危,120.685823,24.17529939
PTBJ01117,PTB台灣電力股份有限公司台中區營業處(維護組),向上路五段(嶺東路至工業區十八路),孔蓋異常，恐影響民眾安危,120.6111412,24.15131611
PTBJ01118,PTB台灣電力股份有限公司台中區營業處(維護組),向上路五段(工業區十八路至精科五路),孔蓋異常，恐影響民眾安危,120.6067821,24.15120821
PTBJ01230,PTB台灣電力股份有限公司台中區營業處(維護組),自由路一段(18號旁),孔蓋異常，恐影響民眾安危,120.6694891,24.13190163
PW4J00635,PW4台灣自來水股份有限公司第四區管理處台中給水廠,向上路一段(36號),孔蓋異常，恐影響民眾安危,120.6667206,24.14677535
PW4J00636,PW4台灣自來水股份有限公司第四區管理處台中給水廠,東光園路(2號),孔蓋異常，恐影響民眾安危,120.6903744,24.1245689
PW9J00008,PW9台灣自來水股份有限公司第四區管理處大甲營運所,甲后路三段(767號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6577665,24.32742113
PTBJ00285,PTB台灣電力股份有限公司台中區營業處(維護組),康樂街(7號對面),孔蓋異常，恐影響民眾安危,120.677724,24.13434117
PWAJ00039,PWA台灣自來水股份有限公司第四區管理處清水營運所,中央路二段(469號對面),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.5431667,24.26101221
CG1J00123,CG1欣中天然氣股份有限公司,福康路(100號),現場通報有瓦斯味道、設備損壞或用戶供氣中斷,120.6183095,24.18676319
PW4J00244,PW4台灣自來水股份有限公司第四區管理處台中給水廠,櫻城一街(118號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6512634,24.17127639
PW7J00071,PW7台灣自來水股份有限公司第四區管理處大里服務所,立新街(156號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7038408,24.10783697
PW4J00245,PW4台灣自來水股份有限公司第四區管理處台中給水廠,建國路(177號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6857946,24.13865494
PWEJ00010,PWE台灣自來水股份有限公司第四區管理處霧峰營運所,峰谷路(151巷21號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6999409,24.03990584
PW4J00246,PW4台灣自來水股份有限公司第四區管理處台中給水廠,忠孝路(與互助街口),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6858118,24.13114192
PW7J00072,PW7台灣自來水股份有限公司第四區管理處大里服務所,中興路二段日新巷29弄(與福大路交叉口往東50M處(日新河濱公園旁)),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.6908715,24.12052898
PC2J00099,PC2中華電信股份有限公司臺中營運處第二客戶網路中心,中科路1393之1號(中科路1393之1號),通訊、重要管路管理監控資料傳送中斷、用戶停電處理,120.6389012,24.20272577
PW7J00073,PW7台灣自來水股份有限公司第四區管理處大里服務所,成功路(558號),地下漏水、路面漏水、路面下陷、既有用戶無水處理,120.7034608,24.09158764
